105039213;51.2924735,6.8339684 51.2924052,6.8343040 51.2928154,6.8345121 51.2928223,6.8341700 51.2925184,6.8339179 51.2924735,6.8339684
105039217;51.2901205,6.8346228 51.2903564,6.8347416 51.2903193,6.8349298 51.2900835,6.8348111 51.2901205,6.8346228
105039218;51.2909743,6.8355055 51.2917520,6.8359005 51.2922065,6.8343038 51.2911691,6.8337769 51.2908997,6.8351332 51.2909743,6.8355055
105039223;51.2902283,6.8356529 51.2903557,6.8357177 51.2903871,6.8355596 51.2902598,6.8354949 51.2902283,6.8356529
105039225;51.2904654,6.8360101 51.2903929,6.8363734 51.2908791,6.8366214 51.2909516,6.8362582 51.2904654,6.8360101
105039230;51.2900556,6.8348907 51.2903408,6.8350345 51.2902983,6.8352499 51.2900131,6.8351061 51.2900556,6.8348907
105039231;51.2926726,6.8289288 51.2929910,6.8289515 51.2929710,6.8295683 51.2926485,6.8295417 51.2926726,6.8289288
105039233;51.2910527,6.8306367 51.2913000,6.8331521 51.2923252,6.8330695 51.2921837,6.8316303 51.2916446,6.8317658 51.2915220,6.8305188 51.2910527,6.8306367
105039244;51.2907039,6.8338512 51.2904751,6.8349890 51.2907110,6.8351103 51.2909398,6.8339725 51.2907039,6.8338512
105039246;51.2933020,6.8298859 51.2942618,6.8299298 51.2942755,6.8291662 51.2933157,6.8291222 51.2933020,6.8298859
105039249;51.2945203,6.8299034 51.2945267,6.8293750 51.2948666,6.8295313 51.2948620,6.8299140 51.2945203,6.8299034
105039254;51.2924454,6.8297458 51.2924941,6.8289463 51.2926580,6.8288650 51.2926726,6.8289288 51.2925988,6.8295665 51.2925710,6.8297523 51.2924454,6.8297458
105039256;51.2910935,6.8358773 51.2909610,6.8365519 51.2910546,6.8365980 51.2911914,6.8359233 51.2910935,6.8358773
105039260;51.2929558,6.8372685 51.2928234,6.8370967 51.2925840,6.8375047 51.2928866,6.8375730 51.2929558,6.8372685
105039262;51.2926098,6.8357524 51.2925185,6.8362494 51.2920928,6.8358645 51.2923395,6.8346281 51.2928990,6.8349037 51.2926098,6.8357524
105039268;51.2902251,6.8342370 51.2904398,6.8343467 51.2903775,6.8346589 51.2901627,6.8345492 51.2902251,6.8342370
105039271;51.2912428,6.8359534 51.2910879,6.8367275 51.2913502,6.8368617 51.2914218,6.8361499 51.2912428,6.8359534
105039275;51.2916737,6.8361712 51.2915583,6.8367521 51.2922911,6.8372075 51.2923963,6.8366804 51.2919989,6.8363373 51.2916737,6.8361712
106539229;51.2927309,6.8300594 51.2925029,6.8300234 51.2924810,6.8306661 51.2927095,6.8306870 51.2927309,6.8300594
106539233;51.2939641,6.8302124 51.2939645,6.8305163 51.2940505,6.8305160 51.2940501,6.8302122 51.2939641,6.8302124
106539240;51.2947764,6.8303728 51.2947249,6.8315690 51.2942136,6.8315474 51.2942220,6.8305282 51.2941598,6.8303468 51.2947764,6.8303728
106539242;51.2934926,6.8327803 51.2933319,6.8326161 51.2931884,6.8323818 51.2934963,6.8323878 51.2934926,6.8327803
106539250;51.2937325,6.8324017 51.2937256,6.8326478 51.2938725,6.8326583 51.2938794,6.8324122 51.2937325,6.8324017
106539260;51.2928928,6.8309076 51.2929086,6.8304450 51.2927860,6.8308983 51.2928928,6.8309076
106539270;51.2928366,6.8315312 51.2924996,6.8315060 51.2924166,6.8309513 51.2929008,6.8309874 51.2928366,6.8315312
106539275;51.2927445,6.8316449 51.2927412,6.8317951 51.2926125,6.8317878 51.2926158,6.8316376 51.2927445,6.8316449
106539284;51.2933221,6.8329548 51.2931966,6.8333131 51.2927764,6.8328240 51.2928972,6.8324820 51.2933221,6.8329548
106539285;51.2937802,6.8318933 51.2937671,6.8321378 51.2948088,6.8322907 51.2948220,6.8320471 51.2937802,6.8318933
106539287;51.2937166,6.8303677 51.2938334,6.8303710 51.2938349,6.8302343 51.2937181,6.8302311 51.2937166,6.8303677
106539289;51.2921853,6.8299916 51.2922875,6.8306298 51.2923884,6.8306393 51.2924098,6.8300087 51.2921853,6.8299916
106539290;51.2938802,6.8327327 51.2938782,6.8328873 51.2940028,6.8328915 51.2940048,6.8327369 51.2938802,6.8327327
106539296;51.2929086,6.8304450 51.2929268,6.8300765 51.2928358,6.8302222 51.2929086,6.8304450
119044982;51.2946380,6.8356911 51.2946524,6.8360596 51.2945057,6.8360556 51.2942306,6.8357319 51.2946380,6.8356911
119044983;51.2942597,6.8343006 51.2943556,6.8341566 51.2946335,6.8343012 51.2946632,6.8344880 51.2942600,6.8344689 51.2942597,6.8343006
119044985;51.2944227,6.8348346 51.2944212,6.8345429 51.2933687,6.8345510 51.2933930,6.8349134 51.2938630,6.8349074 51.2944227,6.8348346
119044987;51.2937571,6.8357796 51.2936600,6.8357936 51.2937479,6.8363161 51.2938383,6.8362774 51.2937571,6.8357796
119044997;51.2947032,6.8352588 51.2947150,6.8356127 51.2942949,6.8353772 51.2942921,6.8352939 51.2947032,6.8352588
119045004;51.2941800,6.8339556 51.2937264,6.8339497 51.2937241,6.8344090 51.2941800,6.8339556
119045005;51.2942306,6.8357319 51.2937592,6.8357787 51.2938250,6.8361651 51.2942184,6.8361251 51.2942306,6.8357319
119045007;51.2929592,6.8334015 51.2934603,6.8336103 51.2934645,6.8333323 51.2929592,6.8334015
119045008;51.2942842,6.8350213 51.2942949,6.8353772 51.2937469,6.8354060 51.2937302,6.8350484 51.2942842,6.8350213
119045010;51.2933735,6.8340004 51.2936495,6.8340111 51.2936459,6.8343529 51.2933699,6.8343455 51.2933735,6.8340004
119172425;51.2947847,6.8375688 51.2943487,6.8373947 51.2943095,6.8376450 51.2947456,6.8378196 51.2947847,6.8375688
305693133;51.2942161,6.8332971 51.2942118,6.8337275 51.2938624,6.8337186 51.2938666,6.8332882 51.2942161,6.8332971
1365408436;51.2948769,6.8310415 51.2950090,6.8310469 51.2949999,6.8316107 51.2948679,6.8316053 51.2948769,6.8310415
1365408435;51.2936190,6.8327105 51.2938157,6.8327251 51.2938083,6.8329814 51.2936140,6.8328837 51.2936190,6.8327105
